lab_method_name,lab_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1-r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name-r-Lab,lu-modus_id-r-Modus_Soil_Test_v1,lu-modus_id-r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result
Magnesium,Soil,"Magnesium,% Mg Sat",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,
Magnesium,Soil,"Magnesium,M3-% Mg Sat",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From Lance's emailed spreadsheet - possible duplicate to another Magnesium in this spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,
"Microaggregates, 0.25 mm – 0.053 mm (%)",Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Moisture,Soil,Moisture,S-MOIST-GRAVAR.15,,,Moisture,,Gravimetric (As-received),,Mass Change,,%,,"%, in/ft, in/depth, g/kg",%,%,,"%, [in_i]/[ft_i], g/kg",,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MOIST-GRAVAR.15,,,,
N-Acetylglucosaminidase (NAG),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
NH4OAc-Calcium,Soil,"NH4OAc-Calcium,NH4OAc-Ca",S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,Calcium,Calcium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,,L_MODV2_SOIL_CA_003,
NH4OAc-Magnesium,Soil,"NH4OAc-Magnesium,NH4OAc-Mg",S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,Magnesium,Magnesium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,,L_MODV2_SOIL_MG_002,
NH4OAc-Potassium,Soil,"NH4OAc-Potassium,NH4OAc-K",S-K-NH4AC.05,,,Potassium,,Ammonium Acetate,,"""ICP, AAS""",,mg/kg,,"mg/kg, ppm, meq/100 g, cmol/kg, lb/ac, kg/ha",mg/kg,mg/kg,,"mg/kg, [ppm], meq/(100.g), cmol/kg, [lb_av]/[acr_us], kg/har",,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-K-NH4AC.05,,,,
NH4OAc-Sodium,Soil,"NH4OAc-Sodium,NH4OAc-Na",S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,Sodium,Sodium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,,L_MODV2_SOIL_NA_001,
Olsen-Phosphate,Soil,"Olsen-Phosphate,Olsen P",S-P-BIC.01.03,L_MODV2_SOIL_P_045,Phosphorus,Phosphorus,Sodium Bicarbonate,Sodium Bicarbonate,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-BIC.01.03,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-P-BIC.01.03,L_MODV2_SOIL_P_045,,L_MODV2_SOIL_P_045,
Organic Matter (LOI %),Soil,"Organic Matter, % LOI",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,
pH,Soil,"1:1 Soil pH,Soil pH 1:1",S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,
Phosphodiesterase (PHD),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Potassium,Soil,"Potassium,% K Sat",S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,
Potassium,Soil,"Potassium,M3-% K Sat",S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From Lance's emailed spreadsheet - possible duplicate to another Potassium in this spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,
POXC (mg kg-1 soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Protozoa,Soil,Protozoa Biomass,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Regen Ag Lab Certified Score,Soil,Soil Health Calculation,,,,,,,,,,,,,,,,,,Scored value unique to RegenAg. From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
SAR Bicarbonate,Soil,"SAR Bicarbonate,SAR-Bicarb",S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,Bicarbonate,Bicarbonate,Slurry,Slurry,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-HCO3-SP.12,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,,L_MODV2_SOIL_HCO3_002,
SAR Calcium,Soil,"SAR Calcium,SAR-Ca",S-CA-SP.05,L_MODV2_SOIL_CA_031,Calcium,Calcium,Saturated Paste,Saturated Paste,ICP-OES / AAS,ICP-OES / AAS,meq/L,meq/L,,"meq/L, ppm, mg/L, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, [ppm], mg/L, [lb_av]/[acr_us], kg/har",S-CA-SP.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CA-SP.05,L_MODV2_SOIL_CA_031,,L_MODV2_SOIL_CA_031,
SAR Chloride,Soil,"SAR Chloride,SAR-Cl",S-CL-SP.01.04,L_MODV2_SOIL_CL_010,Chloride,Chloride,Saturated Paste,Saturated Paste,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, mg/L, [ppm], [lb_av]/[acr_us], kg/har",S-CL-SP.01.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CL-SP.01.04,L_MODV2_SOIL_CL_010,,L_MODV2_SOIL_CL_010,
SAR Electrical Conductivity,Soil,"SAR Electrical Conductivity,SAR-EC",S-EC-SP.03,L_MODV2_SOIL_EC_004,Electrical Conductivity,Electrical Conductivity,Saturated Paste,Saturated Paste,Electrical Conductivity,Electrical Conductivity,dS/m,dS/m,,mmho/cm,dS/m,dS/m,,dS/m,S-EC-SP.03,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-EC-SP.03,L_MODV2_SOIL_EC_004,,L_MODV2_SOIL_EC_004,
SAR Magnesium,Soil,"SAR Magnesium,SAR-Mg",S-MG-SP.05,L_MODV2_SOIL_MG_030,Magnesium,Magnesium,Saturated Paste,Saturated Paste,ICP-OES / AAS,ICP-OES / AAS,meq/L,meq/L,,"meq/L, ppm, mg/L, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, [ppm], mg/L, [lb_av]/[acr_us], kg/har",S-MG-SP.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MG-SP.05,L_MODV2_SOIL_MG_030,,L_MODV2_SOIL_MG_030,
SAR pH,Soil,"SAR pH,SAR-pH",S-PH-SP.02,L_MODV2_SOIL_PH_013,pH,pH,Saturated Paste,Saturated Paste,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-SP.02,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-PH-SP.02,L_MODV2_SOIL_PH_013,,L_MODV2_SOIL_PH_013,
SAR Sodium,Soil,"SAR Sodium,SAR-Na",S-NA-SP.05,L_MODV2_SOIL_NA_019,Sodium,Sodium,Saturated Paste,Saturated Paste,ICP-OES / AAS,ICP-OES / AAS,meq/L,meq/L,,"meq/L, ppm, mg/L, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, [ppm], mg/L, [lb_av]/[acr_us], kg/har",S-NA-SP.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-SP.05,L_MODV2_SOIL_NA_019,,L_MODV2_SOIL_NA_019,
SAR Sulfur,Soil,"SAR Sulfur,SAR-S",S-SO4-SP.04,L_MODV2_SOIL_S_036,Sulfur,Sulfur,Saturated Paste,Saturated Paste,ICP-OES,ICP-OES,meq/L,meq/L,,"meq/L, mg/L, ppm, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, mg/L, [ppm], [lb_av]/[acr_us], kg/har",S-SO4-SP.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-SO4-SP.04,L_MODV2_SOIL_S_036,,L_MODV2_SOIL_S_036,
Saturated Paste Moisture,Soil,"Saturated Paste Moisture,SAR-Moisture",S-MOIST-SP.00,L_MODV2_SOIL_GWC_002,moisture content,moisture content,Saturated paste moisture,Saturated paste moisture,Gravimetric,Gravimetric,%,%,,"%, in/ft, in/depth, g/kg",%,%,,"%, [in_i]/[ft_i], g/kg",S-MOIST-SP.00,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MOIST-SP.00,L_MODV2_SOIL_GWC_002,,L_MODV2_SOIL_GWC_002,
Sikora BpH,Soil,"Sikora BpH,Sikora BpH",S-BPH-SIK1.02,L_MODV2_SOIL_BPH_007,Buffer pH,Buffer pH,Sikora 1,Sikora 1,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,none,,,,,S-BPH-SIK1.02,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BPH-SIK1.02,L_MODV2_SOIL_BPH_007,,L_MODV2_SOIL_BPH_007,
Sodium,Soil,"Sodium,M3-% Na Sat",S-BS-NA.19,L_MODV2_SOIL_NABS_001,Base Saturation - Na,Base Saturation - Na,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-NA.19,From Lance's emailed spreadsheet - possible duplicate to another Sodium in this spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-NA.19,L_MODV2_SOIL_NABS_001,,L_MODV2_SOIL_NABS_001,
Sodium Absorption Ratio,Soil,"Sodium Absorption Ratio,SAR",S-SAR-SP.00,L_MODV2_SOIL_SAR_003,Sodium Adsorption Ratio,Sodium Adsorption Ratio,Saturated Paste,Saturated Paste,Calculation,Calculation,Ratio,Ratio,,none,,,,,S-SAR-SP.00,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-SAR-SP.00,L_MODV2_SOIL_SAR_003,,L_MODV2_SOIL_SAR_003,
soil organic matter (solid phase),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
soil respiration (gas phase),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Soil Respiration (ppm CO2),Soil,"Soil Respiration, ppm CO2-C",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Soluble Salts,Soil,1:1 Soluble Salt,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
TC:TN Ratio,Soil,"TC:TN Ratio,LECO Tot. C : Tot. N",S-TC:TN.19,L_MODV2_SOIL_TCTN_001,Total Carbon:Total Nitrogen,Total Carbon:Total Nitrogen,,Dry Combustion,Calculation,Calculation,none,none,,none,,,,,S-TC:TN.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TC:TN.19,L_MODV2_SOIL_TCTN_001,,L_MODV2_SOIL_TCTN_001,
Texture Class,Soil,"Texture Class,Texture",S-TEXTURE.19,L_MODV2_SOIL_TEXTURE_001,Textural Classification,Textural Classification,Calculation,Calculation,Gravimetric,Gravimetric,Texture Classification,Texture Classification,,none,,,,,S-TEXTURE.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TEXTURE.19,L_MODV2_SOIL_TEXTURE_001,,L_MODV2_SOIL_TEXTURE_001,
TOC:TN Ratio,Soil,"TOC:TN Ratio,LECO Org. C : Tot. N",S-TOC:TN.19,L_MODV2_SOIL_TOCTN_001,Total Organic Carbon: Total Nitrogen,Total Organic Carbon: Total Nitrogen,,Dry Combustion,Calculation,Calculation,none,none,,none,,,,,S-TOC:TN.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TOC:TN.19,L_MODV2_SOIL_TOCTN_001,,L_MODV2_SOIL_TOCTN_001,
Total Aluminum,Soil,"Total Aluminum,Tot. Al",S-AL-NA.04,L_MODV2_SOIL_AL_014,Aluminum,Aluminum,Nitric Acid,Nitric Acid,,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-AL-NA.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-AL-NA.04,L_MODV2_SOIL_AL_014,,L_MODV2_SOIL_AL_014,
Total Boron,Soil,"Boron, ppm B,Total Boron",S-B-NA.04,L_MODV2_SOIL_B_019,Boron,Boron,Nitric Acid,Nitric Acid,,ICP,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-B-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-B-NA.04,L_MODV2_SOIL_B_019,,L_MODV2_SOIL_B_019,
Total Calcium,Soil,"Calcium, % Ca,Total Calcium",S-CA-NA.04,L_MODV2_SOIL_CA_025,Calcium,Calcium,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-CA-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CA-NA.04,L_MODV2_SOIL_CA_025,,L_MODV2_SOIL_CA_025,
Total Carbon,Soil,"Total Carbon,LECO Tot. C",S-TC-COMB.15,L_MODV2_SOIL_TC_001,"""carbon, total""","""carbon, total""",Combustion,Combustion,Gravimetric,Gravimetric,%,%,,%,%,%,,%,S-TC-COMB.15,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TC-COMB.15,L_MODV2_SOIL_TC_001,,L_MODV2_SOIL_TC_001,
Total Copper,Soil,"Copper, ppm Cu,Total Copper",S-CU-NA.04,L_MODV2_SOIL_CU_018,Copper,Copper,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-CU-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CU-NA.04,L_MODV2_SOIL_CU_018,,L_MODV2_SOIL_CU_018,
Total Iron,Soil,"Iron, ppm Fe,Total Iron",S-FE-NA.04,L_MODV2_SOIL_FE_017,Iron,Iron,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-FE-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-FE-NA.04,L_MODV2_SOIL_FE_017,,L_MODV2_SOIL_FE_017,
Total Magnesium,Soil,"Magnesium, % Mg,Total Magnesium",S-MG-NA.04,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MG-NA.04,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MG_025,
Total Manganese,Soil,"Manganese, ppm Mn,Total Manganese",S-MN-NA.04,L_MODV2_SOIL_MN_018,Manganese,Manganese,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-MN-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MN-NA.04,L_MODV2_SOIL_MN_018,,L_MODV2_SOIL_MN_018,
Total Molybdenum,Soil,"Molybdenum, ppm Mo,Total Molybdenum",S-MO-NA.04,L_MODV2_SOIL_MO_015,Molybdenum,Molybdenum,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-MO-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MO-NA.04,L_MODV2_SOIL_MO_015,,L_MODV2_SOIL_MO_015,
Total Nitrogen,Soil,"Total Nitrogen,LECO Tot. N",S-TN.16,L_MODV2_SOIL_TN_002,"""Nitrogen, Total""","""Nitrogen, Total""",Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TN.16,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TN.16,L_MODV2_SOIL_TN_002,,L_MODV2_SOIL_TN_002,
Total Phosphorus,Soil,"Phosphorus, % P,Total Phosphorus",S-P-NA.04,L_MODV2_SOIL_P_038,Phosphorus,Phosphorus,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-P-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-P-NA.04,L_MODV2_SOIL_P_038,,L_MODV2_SOIL_P_038,
Total Postassium,Soil,"Potassium, % K,Total Postassium",S-K-NA.04,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-K-NA.04,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_K_037,
Total Sodium,Soil,"Sodium, % Na,Total Sodium",S-NA-NA.04,L_MODV2_SOIL_NA_015,Sodium,Sodium,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-NA-NA.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-NA.04,L_MODV2_SOIL_NA_015,,L_MODV2_SOIL_NA_015,
Total Sulfur,Soil,"Sulfur, % S,Total Sulfur",S-S-NA.04,L_MODV2_SOIL_S_030,Sulfur,Sulfur,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-S-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-S-NA.04,L_MODV2_SOIL_S_030,,L_MODV2_SOIL_S_030,
Total Wet Stable Aggregates (%),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Total Zinc,Soil,"Zinc, ppm Zn,Total Zinc",S-ZN-NA.04,L_MODV2_SOIL_ZN_019,Zinc,Zinc,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-ZN-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-ZN-NA.04,L_MODV2_SOIL_ZN_019,,L_MODV2_SOIL_ZN_019,
Undifferentiated Microbial Groups,Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Water extractable organic carbon,Soil,"H2O Total Organic C,H2O Total Org. C, ppm C",S-TOC.16,L_MODV2_SOIL_OC_001,Organic Carbon,Organic Carbon,Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TOC.16,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TOC.16,L_MODV2_SOIL_OC_001,,L_MODV2_SOIL_OC_001,
Water extractable organic nitrogen,Soil,"H2O Organic N,H2O Org. N, ppm N",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Water extractable total nitrogen,Soil,"H2O Total N,H2O Total N, ppm N",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
water soluble organic carbon (liquid phase),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
WHC (g water/g soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
WHC (inch of water/depth of sample),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
WHC (inch of water/inch of soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,
Al aluminum,Soil,Al aluminum,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
As arsenic,Soil,As arsenic,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
B boron,Soil,B boron,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Ca,Soil,Ca,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Ca calcium,Soil,Ca calcium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Cd cadmium,Soil,Cd cadmium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Cr chromium,Soil,Cr chromium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Cu copper,Soil,Cu copper,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Fe iron,Soil,Fe iron,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
K,Soil,K,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
K potassium,Soil,K potassium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
LBC,Soil,LBC,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
LBCeq,Soil,LBCeq,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Mg,Soil,Mg,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Mg magnesium,Soil,Mg magnesium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Mn,Soil,Mn,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Mn manganese,Soil,Mn manganese,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Mo molybdenum,Soil,Mo molybdenum,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Na sodium,Soil,Na sodium,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Ni nickel,Soil,Ni nickel,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
OM,Soil,OM,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
P,Soil,P,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
P phosphorus,Soil,P phosphorus,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Pb lead,Soil,Pb lead,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
pH,Soil,pH,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
S sulfur,Soil,S sulfur,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Zn,Soil,Zn,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Zn zinc,Soil,Zn zinc,,,,,,,,,,,,,,,,,,,,University of Georgia Extension Ag & Environmental Services Labs,University of Georgia Extension Ag & Environmental Services Labs,,,,,
Aluminium,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,Ward Labs,Ward Labs,,,,,
